date,load_mw
2018-08-17,31811.541666666668
2018-08-18,28295.583333333332
2018-08-19,28166.875
2018-08-20,32019.166666666668
2018-08-21,32087.5
2018-08-22,32124.125
2018-08-23,31850.916666666668
2018-08-24,30910.916666666668
2018-08-25,28220.041666666668
2018-08-26,28277.958333333332
2018-08-27,26847.791666666668
2018-08-28,31613.958333333332
2018-08-29,32118.083333333332
2018-08-30,32342.166666666668
2018-08-31,31559.083333333332
2018-09-01,29185.291666666668
2018-09-02,28504.375
2018-09-03,31353.875
2018-09-04,31481.541666666668
2018-09-05,31999.625
2018-09-06,31937.083333333332
2018-09-07,31253.833333333332
2018-09-08,29217.625
2018-09-09,27628.083333333332
2018-09-10,31031.75
2018-09-11,31334.708333333332
2018-09-12,32721.916666666668
2018-09-13,31367.708333333332
